"","orig.ident","nCount_RNA","nFeature_RNA","batch","percent.mt","RNA_snn_res.0.6","seurat_clusters"
"3_CELL1978_N2","au3",1986,734,"3",0,"2","2"
"3_CELL1980_N2","au3",1328,633,"3",0,"6","6"
"3_CELL1981_N2","au3",1388,616,"3",0,"13","13"
"3_CELL1983_N3","au3",1228,502,"3",0,"14","14"
"3_CELL1986_N2","au3",2415,817,"3",0,"22","22"
"3_CELL1988_N3","au3",1812,834,"3",0,"7","7"
"3_CELL1991_N2","au3",1097,484,"3",0,"8","8"
"3_CELL1993_N2","au3",2131,891,"3",0,"6","6"
"3_CELL1995_N4","au3",2053,698,"3",0,"9","9"
"3_CELL1996_N2","au3",1261,566,"3",0,"17","17"
"3_CELL1997_N3","au3",2974,1077,"3",0,"8","8"
"3_CELL1998_N3","au3",1053,498,"3",0,"6","6"
"3_CELL2000_N4","au3",4929,1314,"3",0,"10","10"
"3_CELL2005_N3","au3",3410,692,"3",0,"16","16"
"3_CELL2006_N2","au3",1343,679,"3",0,"5","5"
"3_CELL2008_N4","au3",1855,603,"3",0,"0","0"
"3_CELL2015_N2","au3",1156,564,"3",0,"0","0"
"3_CELL2016_N2","au3",2011,702,"3",0,"0","0"
"3_CELL2017_N4","au3",1634,613,"3",0,"0","0"
"3_CELL2021_N3","au3",2847,954,"3",0,"1","1"
"3_CELL2022_N2","au3",2253,672,"3",0,"1","1"
"3_CELL2025_N2","au3",1435,530,"3",0,"0","0"
"3_CELL2026_N2","au3",3551,895,"3",0,"5","5"
"3_CELL2030_N4","au3",1581,687,"3",0,"0","0"
"3_CELL2031_N4","au3",2837,973,"3",0,"10","10"
"3_CELL2034_N2","au3",3432,1260,"3",0,"17","17"
"3_CELL2038_N3","au3",4489,1241,"3",0,"2","2"
"3_CELL2041_N3","au3",2641,993,"3",0,"0","0"
"3_CELL2047_N4","au3",2341,772,"3",0,"2","2"
"3_CELL2050_N5","au3",3546,1163,"3",0,"19","19"
"3_CELL2059_N4","au3",2414,814,"3",0,"5","5"
"3_CELL2060_N2","au3",4501,686,"3",0,"16","16"
"3_CELL2062_N2","au3",1045,509,"3",0,"8","8"
"3_CELL2064_N4","au3",1598,704,"3",0,"9","9"
"3_CELL2066_N3","au3",2127,760,"3",0,"4","4"
"3_CELL2067_N2","au3",1066,554,"3",0,"0","0"
"3_CELL2070_N1","au3",2015,766,"3",0,"5","5"
"3_CELL2072_N2","au3",2586,1030,"3",0,"9","9"
"3_CELL2077_N3","au3",1545,604,"3",0,"2","2"
"3_CELL2078_N4","au3",2385,842,"3",0,"1","1"
"3_CELL2082_N3","au3",5757,1218,"3",0,"11","11"
"3_CELL2083_N3","au3",1233,584,"3",0,"4","4"
"3_CELL2084_N2","au3",2196,770,"3",0,"2","2"
"3_CELL2089_N2","au3",2411,630,"3",0,"4","4"
"3_CELL2092_N4","au3",4325,1003,"3",0,"5","5"
"3_CELL2095_N2","au3",9434,1894,"3",0,"8","8"
"3_CELL2099_N3","au3",1042,525,"3",0,"0","0"
"3_CELL2101_N2","au3",1997,743,"3",0,"3","3"
"3_CELL2103_N3","au3",1210,620,"3",0,"0","0"
"3_CELL2105_N2","au3",1087,529,"3",0,"8","8"
"3_CELL2108_N2","au3",5264,1471,"3",0,"1","1"
"3_CELL2109_N3","au3",5025,1353,"3",0,"5","5"
"3_CELL2112_N2","au3",1879,735,"3",0,"9","9"
"3_CELL2114_N2","au3",3762,683,"3",0,"18","18"
"3_CELL2115_N3","au3",1742,560,"3",0,"22","22"
"3_CELL2120_N2","au3",1748,509,"3",0,"0","0"
"3_CELL2122_N2","au3",1050,435,"3",0,"15","15"
"3_CELL2123_N2","au3",1035,462,"3",0,"14","14"
"3_CELL2127_N2","au3",1152,482,"3",0,"2","2"
"3_CELL2131_N2","au3",2325,901,"3",0,"9","9"
"3_CELL2133_N3","au3",3737,1092,"3",0,"11","11"
"3_CELL2135_N3","au3",5582,1508,"3",0,"2","2"
"3_CELL2136_N2","au3",1913,688,"3",0,"1","1"
"3_CELL2138_N4","au3",3715,1002,"3",0,"1","1"
"3_CELL2140_N2","au3",3810,1147,"3",0,"3","3"
"3_CELL2142_N2","au3",1824,827,"3",0,"10","10"
"3_CELL2143_N2","au3",3639,1058,"3",0,"2","2"
"3_CELL2145_N3","au3",1710,582,"3",0,"4","4"
"3_CELL2146_N2","au3",1501,650,"3",0,"2","2"
"3_CELL2147_N3","au3",2067,803,"3",0,"5","5"
"3_CELL2148_N5","au3",3815,1194,"3",0,"12","12"
"3_CELL2150_N2","au3",2535,835,"3",0,"0","0"
"3_CELL2152_N2","au3",2080,628,"3",0,"8","8"
"3_CELL2155_N2","au3",2363,1037,"3",0,"2","2"
"3_CELL2158_N2","au3",1883,819,"3",0,"0","0"
"3_CELL2159_N4","au3",3614,958,"3",0,"4","4"
"3_CELL2160_N2","au3",1238,569,"3",0,"6","6"
"3_CELL2161_N2","au3",3890,756,"3",0,"11","11"
"3_CELL2162_N2","au3",2463,716,"3",0,"0","0"
"3_CELL2164_N4","au3",1868,701,"3",0,"8","8"
"3_CELL2167_N3","au3",5285,819,"3",0,"16","16"
"3_CELL2168_N2","au3",2235,691,"3",0,"0","0"
"3_CELL2169_N2","au3",1030,455,"3",0,"0","0"
"3_CELL2170_N4","au3",2590,704,"3",0,"17","17"
"3_CELL2171_N1","au3",1347,551,"3",0,"8","8"
"3_CELL2173_N3","au3",3177,1217,"3",0,"9","9"
"3_CELL2174_N3","au3",1685,672,"3",0,"9","9"
"3_CELL2175_N3","au3",2497,804,"3",0,"0","0"
"3_CELL2177_N2","au3",1562,650,"3",0,"2","2"
"3_CELL2181_N3","au3",1836,608,"3",0,"20","20"
"3_CELL2183_N3","au3",1880,671,"3",0,"2","2"
"3_CELL2185_N2","au3",1582,504,"3",0,"15","15"
"3_CELL2186_N3","au3",5889,1384,"3",0,"4","4"
"3_CELL2187_N5","au3",1646,443,"3",0,"4","4"
"3_CELL2194_N2","au3",2278,707,"3",0,"14","14"
"3_CELL2199_N2","au3",2080,613,"3",0,"1","1"
"3_CELL2201_N2","au3",2782,866,"3",0,"16","16"
"3_CELL2203_N2","au3",1517,591,"3",0,"4","4"
"3_CELL2206_N3","au3",3868,1126,"3",0,"0","0"
"3_CELL2209_N1","au3",1987,636,"3",0,"1","1"
"3_CELL2211_N2","au3",1885,695,"3",0,"0","0"
"3_CELL2214_N2","au3",3342,1063,"3",0,"4","4"
"3_CELL2215_N3","au3",4356,1037,"3",0,"4","4"
"3_CELL2216_N2","au3",1653,739,"3",0,"11","11"
"3_CELL2219_N3","au3",1724,775,"3",0,"12","12"
"3_CELL2222_N3","au3",2034,537,"3",0,"11","11"
"3_CELL2223_N4","au3",1680,746,"3",0,"0","0"
"3_CELL2224_N3","au3",1319,600,"3",0,"1","1"
"3_CELL2226_N2","au3",2170,731,"3",0,"1","1"
"3_CELL2228_N4","au3",2059,801,"3",0,"10","10"
"3_CELL2229_N2","au3",1626,546,"3",0,"0","0"
"3_CELL2231_N5","au3",2613,809,"3",0,"4","4"
"3_CELL2233_N3","au3",4598,1214,"3",0,"5","5"
"3_CELL2234_N4","au3",2137,659,"3",0,"1","1"
"3_CELL2235_N3","au3",1514,641,"3",0,"0","0"
"3_CELL2236_N3","au3",5442,1361,"3",0,"1","1"
"3_CELL2237_N3","au3",4415,1262,"3",0,"3","3"
"3_CELL2241_N2","au3",1827,555,"3",0,"19","19"
"3_CELL2242_N3","au3",1075,399,"3",0,"5","5"
"3_CELL2245_N2","au3",1159,511,"3",0,"10","10"
"3_CELL2249_N3","au3",1524,701,"3",0,"10","10"
"3_CELL2263_N2","au3",2625,666,"3",0,"1","1"
"3_CELL2264_N2","au3",1512,569,"3",0,"9","9"
"3_CELL2267_N2","au3",1183,478,"3",0,"6","6"
"3_CELL2273_N4","au3",1556,637,"3",0,"0","0"
"3_CELL2275_N2","au3",2620,770,"3",0,"1","1"
"3_CELL2281_N2","au3",1662,621,"3",0,"1","1"
"3_CELL2283_N3","au3",1095,522,"3",0,"16","16"
"3_CELL2286_N2","au3",1070,520,"3",0,"8","8"
"3_CELL2290_N3","au3",7245,1357,"3",0,"16","16"
"3_CELL2293_N3","au3",4022,1271,"3",0,"14","14"
"3_CELL2294_N2","au3",2303,739,"3",0,"0","0"
"3_CELL2299_N3","au3",6738,1791,"3",0,"10","10"
"3_CELL2300_N2","au3",1665,564,"3",0,"0","0"
"3_CELL2301_N2","au3",1067,563,"3",0,"3","3"
"3_CELL2302_N2","au3",2233,937,"3",0,"0","0"
"3_CELL2303_N2","au3",2053,779,"3",0,"9","9"
"3_CELL2304_N3","au3",2718,844,"3",0,"1","1"
"3_CELL2305_N2","au3",1822,656,"3",0,"6","6"
"3_CELL2308_N2","au3",1491,623,"3",0,"10","10"
"3_CELL2310_N7","au3",4683,1447,"3",0,"9","9"
"3_CELL2312_N3","au3",1166,552,"3",0,"0","0"
"3_CELL2313_N3","au3",1968,683,"3",0,"0","0"
"3_CELL2317_N2","au3",2457,840,"3",0,"3","3"
"3_CELL2320_N2","au3",1268,532,"3",0,"9","9"
"3_CELL2321_N5","au3",2333,839,"3",0,"0","0"
"3_CELL2322_N5","au3",2793,1032,"3",0,"14","14"
"3_CELL2323_N2","au3",3453,1373,"3",0,"6","6"
"3_CELL2324_N3","au3",1332,594,"3",0,"0","0"
"3_CELL2326_N2","au3",2828,780,"3",0,"1","1"
"3_CELL2327_N2","au3",1396,591,"3",0,"3","3"
"3_CELL2331_N4","au3",2472,1276,"3",0,"7","7"
"3_CELL2333_N4","au3",1481,697,"3",0,"7","7"
"3_CELL2335_N2","au3",6994,1923,"3",0,"3","3"
"3_CELL2336_N3","au3",2452,688,"3",0,"0","0"
"3_CELL2337_N3","au3",2824,970,"3",0,"20","20"
"3_CELL2338_N3","au3",1931,775,"3",0,"12","12"
"3_CELL2339_N4","au3",2306,1093,"3",0,"6","6"
"3_CELL2340_N3","au3",1835,670,"3",0,"2","2"
"3_CELL2341_N2","au3",1010,542,"3",0,"10","10"
"3_CELL2343_N2","au3",3117,1040,"3",0,"9","9"
"3_CELL2345_N1","au3",1168,508,"3",0,"9","9"
"3_CELL2346_N2","au3",3630,992,"3",0,"11","11"
"3_CELL2347_N2","au3",2210,743,"3",0,"0","0"
"3_CELL2348_N2","au3",4885,1325,"3",0,"20","20"
"3_CELL2350_N3","au3",3860,1220,"3",0,"13","13"
"3_CELL2353_N1","au3",1169,412,"3",0,"11","11"
"3_CELL2354_N4","au3",4461,1458,"3",0,"2","2"
"3_CELL2356_N2","au3",2354,860,"3",0,"6","6"
"3_CELL2358_N2","au3",1317,600,"3",0,"3","3"
"3_CELL2360_N2","au3",1653,603,"3",0,"13","13"
"3_CELL2363_N3","au3",1477,723,"3",0,"1","1"
"3_CELL2374_N3","au3",1210,477,"3",0,"16","16"
"3_CELL2375_N3","au3",1718,752,"3",0,"3","3"
"3_CELL2381_N4","au3",7800,1478,"3",0,"1","1"
"3_CELL2383_N3","au3",2846,1034,"3",0,"6","6"
"3_CELL2384_N3","au3",1263,575,"3",0,"7","7"
"3_CELL2386_N3","au3",1560,622,"3",0,"15","15"
"3_CELL2387_N3","au3",2707,1065,"3",0,"6","6"
"3_CELL2392_N3","au3",1730,554,"3",0,"0","0"
"3_CELL2393_N2","au3",6732,1787,"3",0,"1","1"
"3_CELL2394_N3","au3",1495,572,"3",0,"0","0"
"3_CELL2398_N2","au3",1664,627,"3",0,"3","3"
"3_CELL2399_N2","au3",4196,1041,"3",0,"4","4"
"3_CELL2400_N2","au3",1032,521,"3",0,"3","3"
"3_CELL2401_N4","au3",1819,768,"3",0,"3","3"
"3_CELL2402_N2","au3",1597,599,"3",0,"1","1"
"3_CELL2409_N3","au3",2475,971,"3",0,"2","2"
"3_CELL2410_N4","au3",1802,748,"3",0,"1","1"
"3_CELL2412_N4","au3",2288,521,"3",0,"19","19"
"3_CELL2414_N2","au3",7024,826,"3",0,"18","18"
"3_CELL2418_N2","au3",1872,612,"3",0,"0","0"
"3_CELL2419_N3","au3",2023,951,"3",0,"0","0"
"3_CELL2422_N3","au3",1482,481,"3",0,"0","0"
"3_CELL2424_N3","au3",1478,485,"3",0,"4","4"
"3_CELL2435_N4","au3",2125,824,"3",0,"0","0"
"3_CELL2438_N2","au3",4265,1317,"3",0,"2","2"
"3_CELL2439_N2","au3",2482,845,"3",0,"1","1"
"3_CELL2442_N3","au3",1243,596,"3",0,"3","3"
"3_CELL2450_N3","au3",1547,666,"3",0,"21","21"
"3_CELL2451_N3","au3",1789,655,"3",0,"13","13"
"3_CELL2453_N3","au3",1627,721,"3",0,"2","2"
"3_CELL2454_N3","au3",3813,1371,"3",0,"2","2"
"3_CELL2461_N2","au3",2551,974,"3",0,"9","9"
"3_CELL2463_N2","au3",2634,801,"3",0,"2","2"
"3_CELL2467_N3","au3",3124,1026,"3",0,"0","0"
"3_CELL2469_N2","au3",2485,860,"3",0,"13","13"
"3_CELL2472_N4","au3",1754,670,"3",0,"15","15"
"3_CELL2473_N1","au3",2381,703,"3",0,"19","19"
"3_CELL2475_N3","au3",1497,643,"3",0,"2","2"
"3_CELL2481_N4","au3",1901,858,"3",0,"1","1"
"3_CELL2482_N3","au3",1291,614,"3",0,"3","3"
"3_CELL2483_N3","au3",2725,906,"3",0,"4","4"
"3_CELL2490_N3","au3",1775,698,"3",0,"0","0"
"3_CELL2492_N3","au3",2105,855,"3",0,"3","3"
"3_CELL2493_N3","au3",2397,657,"3",0,"19","19"
"3_CELL2494_N2","au3",1286,658,"3",0,"6","6"
"3_CELL2496_N3","au3",1961,701,"3",0,"0","0"
"3_CELL2498_N3","au3",1597,579,"3",0,"2","2"
"3_CELL2499_N3","au3",1210,589,"3",0,"1","1"
"3_CELL2500_N2","au3",3484,1056,"3",0,"15","15"
"3_CELL2507_N3","au3",1579,530,"3",0,"0","0"
"3_CELL2509_N2","au3",1644,563,"3",0,"0","0"
"3_CELL2513_N3","au3",3000,935,"3",0,"8","8"
"3_CELL2515_N2","au3",1493,594,"3",0,"0","0"
"3_CELL2519_N2","au3",1464,590,"3",0,"22","22"
"3_CELL2520_N2","au3",4670,1301,"3",0,"4","4"
"3_CELL2523_N2","au3",2053,699,"3",0,"0","0"
"3_CELL2527_N5","au3",2379,800,"3",0,"5","5"
"3_CELL2528_N2","au3",2862,952,"3",0,"1","1"
"3_CELL2530_N2","au3",1818,809,"3",0,"6","6"
"3_CELL2534_N3","au3",2070,745,"3",0,"3","3"
"3_CELL2537_N2","au3",1053,512,"3",0,"13","13"
"3_CELL2542_N2","au3",2901,839,"3",0,"0","0"
"3_CELL2544_N2","au3",2145,666,"3",0,"5","5"
"3_CELL2546_N3","au3",1468,638,"3",0,"1","1"
"3_CELL2548_N3","au3",1004,449,"3",0,"0","0"
"3_CELL2550_N2","au3",1353,458,"3",0,"20","20"
"3_CELL2551_N2","au3",1765,539,"3",0,"4","4"
"3_CELL2554_N3","au3",3423,1073,"3",0,"1","1"
"3_CELL2556_N2","au3",8589,1970,"3",0,"19","19"
"3_CELL2558_N3","au3",2340,933,"3",0,"3","3"
"3_CELL2559_N3","au3",1955,718,"3",0,"9","9"
"3_CELL2560_N3","au3",2060,777,"3",0,"0","0"
"3_CELL2561_N3","au3",2828,1077,"3",0,"0","0"
"3_CELL2564_N2","au3",3874,1109,"3",0,"4","4"
"3_CELL2569_N3","au3",1124,573,"3",0,"2","2"
"3_CELL2570_N2","au3",1834,524,"3",0,"11","11"
"3_CELL2571_N2","au3",3379,887,"3",0,"1","1"
"3_CELL2572_N3","au3",1440,597,"3",0,"3","3"
"3_CELL2579_N2","au3",1069,546,"3",0,"3","3"
"3_CELL2580_N2","au3",9067,807,"3",0,"18","18"
"3_CELL2583_N3","au3",2950,937,"3",0,"2","2"
"3_CELL2584_N4","au3",2880,957,"3",0,"11","11"
"3_CELL2587_N2","au3",1417,483,"3",0,"0","0"
"3_CELL2593_N4","au3",2617,801,"3",0,"5","5"
"3_CELL2595_N2","au3",1372,537,"3",0,"20","20"
"3_CELL2597_N4","au3",2320,787,"3",0,"12","12"
"3_CELL2600_N4","au3",1706,607,"3",0,"0","0"
"3_CELL2602_N3","au3",2969,831,"3",0,"1","1"
"3_CELL2603_N2","au3",2904,961,"3",0,"5","5"
"3_CELL2605_N2","au3",1087,460,"3",0,"4","4"
"3_CELL2606_N2","au3",2793,897,"3",0,"8","8"
"3_CELL2607_N1","au3",1108,440,"3",0,"9","9"
"3_CELL2609_N2","au3",1063,555,"3",0,"13","13"
"3_CELL2611_N2","au3",1586,546,"3",0,"0","0"
"3_CELL2614_N2","au3",2688,860,"3",0,"4","4"
"3_CELL2619_N2","au3",1662,670,"3",0,"21","21"
"3_CELL2623_N3","au3",3578,1063,"3",0,"2","2"
"3_CELL2626_N3","au3",1462,572,"3",0,"3","3"
"3_CELL2627_N4","au3",2710,998,"3",0,"8","8"
"3_CELL2628_N4","au3",1283,591,"3",0,"10","10"
"3_CELL2630_N3","au3",1370,617,"3",0,"1","1"
"3_CELL2632_N2","au3",1387,612,"3",0,"15","15"
"3_CELL2633_N2","au3",1916,596,"3",0,"13","13"
"3_CELL2636_N3","au3",3527,981,"3",0,"7","7"
"3_CELL2639_N2","au3",2877,783,"3",0,"2","2"
"3_CELL2640_N2","au3",1482,447,"3",0,"0","0"
"3_CELL2642_N4","au3",2723,774,"3",0,"5","5"
"3_CELL2643_N3","au3",2488,961,"3",0,"6","6"
"3_CELL2649_N3","au3",1609,664,"3",0,"0","0"
"3_CELL2652_N2","au3",1845,814,"3",0,"6","6"
"3_CELL2654_N4","au3",6506,1608,"3",0,"11","11"
"3_CELL2656_N3","au3",2129,673,"3",0,"2","2"
"3_CELL2660_N2","au3",1332,648,"3",0,"3","3"
"3_CELL2662_N2","au3",1758,605,"3",0,"19","19"
"3_CELL2663_N2","au3",1635,592,"3",0,"0","0"
"3_CELL2664_N3","au3",2482,819,"3",0,"1","1"
"3_CELL2666_N2","au3",2209,790,"3",0,"5","5"
"3_CELL2667_N2","au3",1246,538,"3",0,"5","5"
"3_CELL2668_N2","au3",1551,611,"3",0,"2","2"
"3_CELL2671_N2","au3",1446,555,"3",0,"0","0"
"3_CELL2672_N4","au3",1912,648,"3",0,"13","13"
"3_CELL2680_N2","au3",2228,906,"3",0,"3","3"
"3_CELL2683_N2","au3",1172,524,"3",0,"8","8"
"3_CELL2684_N2","au3",1211,529,"3",0,"8","8"
"3_CELL2686_N3","au3",1025,499,"3",0,"1","1"
"3_CELL2688_N4","au3",1749,746,"3",0,"8","8"
"3_CELL2689_N3","au3",1686,604,"3",0,"3","3"
"3_CELL2690_N2","au3",1527,570,"3",0,"0","0"
"3_CELL2691_N2","au3",1072,438,"3",0,"6","6"
"3_CELL2694_N2","au3",1149,548,"3",0,"7","7"
"3_CELL2696_N2","au3",7478,1865,"3",0,"6","6"
"3_CELL2698_N2","au3",1209,486,"3",0,"8","8"
"3_CELL2700_N2","au3",1058,566,"3",0,"10","10"
"3_CELL2704_N3","au3",1448,577,"3",0,"0","0"
"3_CELL2705_N3","au3",1959,801,"3",0,"3","3"
"3_CELL2707_N2","au3",2939,937,"3",0,"1","1"
"3_CELL2708_N2","au3",1955,754,"3",0,"0","0"
"3_CELL2713_N2","au3",3264,1046,"3",0,"3","3"
"3_CELL2714_N3","au3",1669,673,"3",0,"0","0"
"3_CELL2715_N4","au3",2537,890,"3",0,"0","0"
"3_CELL2716_N2","au3",1084,564,"3",0,"3","3"
"3_CELL2717_N3","au3",7369,1701,"3",0,"2","2"
"3_CELL2719_N2","au3",2498,517,"3",0,"16","16"
"3_CELL2720_N2","au3",3725,1035,"3",0,"5","5"
"3_CELL2725_N2","au3",1191,544,"3",0,"0","0"
"3_CELL2726_N2","au3",2801,945,"3",0,"6","6"
"3_CELL2730_N2","au3",4038,1018,"3",0,"15","15"
"3_CELL2734_N3","au3",1477,622,"3",0,"4","4"
"3_CELL2736_N3","au3",1686,626,"3",0,"8","8"
"3_CELL2740_N2","au3",1252,550,"3",0,"8","8"
"3_CELL2742_N4","au3",2182,747,"3",0,"0","0"
"3_CELL2743_N3","au3",2189,910,"3",0,"2","2"
"3_CELL2745_N2","au3",1178,514,"3",0,"0","0"
"3_CELL2749_N3","au3",1995,740,"3",0,"4","4"
"3_CELL2752_N3","au3",3177,887,"3",0,"6","6"
"3_CELL2753_N3","au3",1655,634,"3",0,"5","5"
"3_CELL2755_N3","au3",1926,695,"3",0,"12","12"
"3_CELL2757_N4","au3",2259,948,"3",0,"5","5"
"3_CELL2758_N3","au3",3810,1437,"3",0,"12","12"
"3_CELL2760_N3","au3",2205,773,"3",0,"17","17"
"3_CELL2761_N2","au3",1035,383,"3",0,"4","4"
"3_CELL2763_N3","au3",1293,644,"3",0,"7","7"
"3_CELL2766_N3","au3",2683,942,"3",0,"0","0"
"3_CELL2768_N2","au3",1433,498,"3",0,"11","11"
"3_CELL2773_N2","au3",2574,772,"3",0,"17","17"
"3_CELL2777_N2","au3",1142,539,"3",0,"0","0"
"3_CELL2780_N2","au3",1686,830,"3",0,"6","6"
"3_CELL2786_N2","au3",5512,1845,"3",0,"6","6"
"3_CELL2787_N2","au3",1574,626,"3",0,"0","0"
"3_CELL2791_N3","au3",1915,581,"3",0,"0","0"
"3_CELL2792_N2","au3",1360,564,"3",0,"15","15"
"3_CELL2793_N3","au3",1737,892,"3",0,"7","7"
"3_CELL2794_N3","au3",2224,796,"3",0,"0","0"
"3_CELL2798_N4","au3",3209,817,"3",0,"13","13"
"3_CELL2799_N4","au3",3419,1034,"3",0,"13","13"
"3_CELL2802_N4","au3",5593,1086,"3",0,"16","16"
"3_CELL2805_N3","au3",1194,558,"3",0,"1","1"
"3_CELL2807_N2","au3",3566,891,"3",0,"8","8"
"3_CELL2814_N1","au3",1064,492,"3",0,"7","7"
"3_CELL2817_N3","au3",2754,963,"3",0,"9","9"
"3_CELL2818_N3","au3",2193,741,"3",0,"1","1"
"3_CELL2820_N2","au3",2041,751,"3",0,"2","2"
"3_CELL2822_N2","au3",2780,598,"3",0,"11","11"
"3_CELL2826_N2","au3",1641,525,"3",0,"1","1"
"3_CELL2829_N3","au3",1434,549,"3",0,"3","3"
"3_CELL2830_N3","au3",4883,1303,"3",0,"1","1"
"3_CELL2831_N2","au3",1954,896,"3",0,"7","7"
"3_CELL2832_N2","au3",1848,813,"3",0,"8","8"
"3_CELL2833_N4","au3",1904,778,"3",0,"9","9"
"3_CELL2835_N1","au3",2220,795,"3",0,"7","7"
"3_CELL2837_N3","au3",2841,917,"3",0,"12","12"
"3_CELL2838_N3","au3",1152,510,"3",0,"3","3"
"3_CELL2841_N3","au3",1854,491,"3",0,"19","19"
"3_CELL2843_N3","au3",2534,1082,"3",0,"5","5"
"3_CELL2844_N2","au3",1591,725,"3",0,"2","2"
"3_CELL2845_N2","au3",10642,1827,"3",0,"6","6"
"3_CELL2846_N2","au3",1409,453,"3",0,"1","1"
"3_CELL2847_N2","au3",1361,612,"3",0,"3","3"
"3_CELL2849_N2","au3",2227,683,"3",0,"0","0"
"3_CELL2850_N3","au3",6728,1559,"3",0,"6","6"
"3_CELL2851_N2","au3",3200,1063,"3",0,"12","12"
"3_CELL2854_N3","au3",2992,817,"3",0,"11","11"
"3_CELL2858_N2","au3",1464,605,"3",0,"1","1"
"3_CELL2859_N3","au3",1034,510,"3",0,"2","2"
"3_CELL2861_N5","au3",2095,818,"3",0,"5","5"
"3_CELL2862_N4","au3",7342,814,"3",0,"18","18"
"3_CELL2863_N3","au3",1827,622,"3",0,"0","0"
"3_CELL2864_N3","au3",2664,806,"3",0,"0","0"
"3_CELL2865_N3","au3",2236,789,"3",0,"9","9"
"3_CELL2867_N3","au3",1324,446,"3",0,"4","4"
"3_CELL2869_N4","au3",2419,763,"3",0,"0","0"
"3_CELL2870_N2","au3",1336,660,"3",0,"3","3"
"3_CELL2873_N4","au3",2411,776,"3",0,"1","1"
"3_CELL2874_N2","au3",6959,1753,"3",0,"4","4"
"3_CELL2877_N2","au3",1012,530,"3",0,"2","2"
"3_CELL2879_N3","au3",4086,1264,"3",0,"12","12"
"3_CELL2882_N2","au3",5367,980,"3",0,"4","4"
"3_CELL2883_N3","au3",3874,1034,"3",0,"12","12"
"3_CELL2890_N3","au3",5277,1310,"3",0,"11","11"
"3_CELL2891_N3","au3",2208,710,"3",0,"0","0"
"3_CELL2894_N2","au3",1141,531,"3",0,"1","1"
"3_CELL2895_N2","au3",1968,847,"3",0,"0","0"
"3_CELL2896_N3","au3",2077,689,"3",0,"0","0"
"3_CELL2900_N2","au3",2675,890,"3",0,"14","14"
"3_CELL2903_N3","au3",1283,659,"3",0,"5","5"
"3_CELL2904_N2","au3",1548,558,"3",0,"13","13"
"3_CELL2905_N2","au3",5142,1569,"3",0,"10","10"
"3_CELL2906_N3","au3",4491,1384,"3",0,"12","12"
"3_CELL2912_N2","au3",3536,767,"3",0,"4","4"
"3_CELL2913_N3","au3",1740,567,"3",0,"3","3"
"3_CELL2914_N2","au3",1288,594,"3",0,"3","3"
"3_CELL2915_N2","au3",4854,1286,"3",0,"2","2"
"3_CELL2920_N2","au3",2085,528,"3",0,"11","11"
"3_CELL2927_N3","au3",1499,620,"3",0,"0","0"
"3_CELL2933_N2","au3",1138,579,"3",0,"8","8"
"3_CELL2936_N2","au3",1942,608,"3",0,"4","4"
"3_CELL2937_N2","au3",3348,1060,"3",0,"3","3"
"3_CELL2938_N3","au3",2054,701,"3",0,"2","2"
"3_CELL2943_N3","au3",1363,691,"3",0,"3","3"
"3_CELL2944_N2","au3",1777,655,"3",0,"0","0"
"3_CELL2950_N3","au3",1291,563,"3",0,"1","1"
"3_CELL2954_N2","au3",1822,578,"3",0,"11","11"
"3_CELL2956_N3","au3",1940,841,"3",0,"6","6"
"3_CELL2960_N2","au3",3707,987,"3",0,"2","2"
"3_CELL2963_N3","au3",2226,690,"3",0,"0","0"
"3_CELL2964_N3","au3",1891,754,"3",0,"5","5"
"3_CELL2965_N2","au3",2273,839,"3",0,"6","6"
"3_CELL2966_N2","au3",1520,641,"3",0,"1","1"
"3_CELL2970_N2","au3",5687,1277,"3",0,"5","5"
"3_CELL2972_N3","au3",3190,993,"3",0,"2","2"
"3_CELL2973_N2","au3",3579,1023,"3",0,"10","10"
"3_CELL2975_N4","au3",2445,570,"3",0,"16","16"
"3_CELL2980_N3","au3",1874,702,"3",0,"0","0"
"3_CELL2981_N3","au3",1881,747,"3",0,"1","1"
"3_CELL2982_N4","au3",2237,777,"3",0,"4","4"
"3_CELL2983_N4","au3",1682,660,"3",0,"2","2"
"3_CELL2984_N2","au3",1257,572,"3",0,"15","15"
"3_CELL2985_N2","au3",1185,501,"3",0,"10","10"
"3_CELL2986_N2","au3",2498,684,"3",0,"8","8"
"3_CELL2988_N2","au3",3479,1113,"3",0,"0","0"
"3_CELL2989_N3","au3",2055,707,"3",0,"0","0"
"3_CELL2991_N3","au3",3068,685,"3",0,"0","0"
"3_CELL2994_N2","au3",4615,707,"3",0,"18","18"
"3_CELL2995_N2","au3",1025,495,"3",0,"3","3"
"3_CELL2999_N2","au3",2755,751,"3",0,"8","8"
"3_CELL3000_N3","au3",1480,646,"3",0,"0","0"
"3_CELL3002_N2","au3",1072,527,"3",0,"3","3"
"3_CELL3008_N2","au3",2100,790,"3",0,"0","0"
"3_CELL3009_N2","au3",2524,786,"3",0,"10","10"
"3_CELL3010_N3","au3",2665,809,"3",0,"14","14"
"3_CELL3019_N3","au3",1326,465,"3",0,"0","0"
"3_CELL3021_N4","au3",2005,743,"3",0,"0","0"
"3_CELL3022_N3","au3",3952,1183,"3",0,"2","2"
"3_CELL3023_N3","au3",4046,1079,"3",0,"8","8"
"3_CELL3025_N3","au3",3664,984,"3",0,"3","3"
